label,tags_count,hashtags_count,quotes,url,full_cap_words_count,cap_words_count,tag_realDonaldTrump,negative_score,tweet_length,NN,DT,IN,JJ,NNS,VBZ,VBD,hr_publish_time_noon,hr_publish_time_evening-night
0,0.25,0,0,0,0.321428571,0.357142857,0,0,0.659,0.071428571,0,0.071428571,0.071428571,0.035714286,0,0,1,0
0,0.375,0,1,1,0,0.055555556,1,0,0.415,0.388888889,0,0,0.111111111,0,0.055555556,0,1,0
1,0.125,0,0,1,0.071428571,0.357142857,0,0,0.317,0.285714286,0.071428571,0.142857143,0,0,0,0,0,1
1,0.125,0,0,1,0.103448276,0.137931034,0,0,0.683,0.206896552,0.068965517,0.103448276,0.068965517,0.034482759,0,0,1,0
1,0,0.143,0,1,0,0.352941176,0,0,0.39,0.176470588,0.058823529,0,0.058823529,0,0,0.117647059,1,0
1,0,0.143,0,0,0,0.235294118,0,0,0.39,0.294117647,0.058823529,0.176470588,0,0,0,0,1,0
1,0.125,0.143,0,1,0.052631579,0.263157895,0,0,0.439,0.210526316,0.052631579,0.052631579,0.105263158,0,0,0,0,1
1,0,0,0,1,0.045454545,0.318181818,0,0,0.512,0.136363636,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0,1
0,0.25,0,0,0,0.058823529,0.058823529,0,0,0.39,0.176470588,0.058823529,0.117647059,0.117647059,0.058823529,0,0,0,0
0,0,0,0,0,0,0.133333333,0,0.292,0.707,0.1,0.033333333,0.133333333,0.033333333,0.133333333,0.066666667,0,0,0
0,0,0,0,0,0.035714286,0.25,0,0,0.659,0.071428571,0.035714286,0.142857143,0.035714286,0.035714286,0.035714286,0,0,0
0,0,0,0,0,0.03125,0.09375,0,0.285,0.756,0.0625,0.03125,0.15625,0.0625,0.0625,0.09375,0,1,0
0,0,0,0,0,0.071428571,0.178571429,0,0,0.659,0,0.035714286,0.071428571,0.071428571,0.035714286,0.071428571,0,0,0
0,0.25,0,1,0,0,0.08,0,0,0.585,0.2,0.04,0.08,0.08,0.08,0,0,0,0
0,0.375,0.286,1,0,0,0,1,0,0.171,0.5,0,0,0.25,0,0,0,0,0
0,0.25,0,1,0,0,0.1,1,0,0.463,0.15,0.05,0.05,0.1,0.1,0.05,0,1,0
0,0.5,0,1,0,0,0,1,0,0.293,0.461538462,0.076923077,0,0.076923077,0,0,0.076923077,1,0
0,0.5,0.143,1,0,0,0,1,0,0.341,0.333333333,0.066666667,0,0.066666667,0,0,0,1,0
0,0.25,0,1,0,0.066666667,0.266666667,1,0,0.341,0.133333333,0,0.133333333,0.066666667,0,0,0.066666667,1,0
0,0.5,0,1,0,0,0.055555556,1,0,0.415,0.277777778,0,0,0.111111111,0,0,0,1,0
0,0.5,0,1,0,0,0.066666667,1,0,0.341,0.333333333,0.066666667,0,0.133333333,0,0,0.066666667,1,0
0,0.25,0,1,0,0,0.142857143,1,0,0.488,0.19047619,0.047619048,0.142857143,0.095238095,0,0,0,1,0
0,0.25,0,1,0,0.275862069,0.344827586,0,0.079,0.683,0.068965517,0,0.034482759,0.034482759,0,0,0.034482759,1,0
0,0.125,0,0,0,0,0.166666667,0,0,0.561,0.208333333,0.041666667,0.041666667,0.166666667,0.041666667,0,0.041666667,1,0
0,0.5,0.143,0,0,0,0.277777778,1,0,0.415,0.277777778,0,0,0.111111111,0,0,0,1,0
0,0.375,0,1,0,0.058823529,0.117647059,1,0,0.39,0.235294118,0.058823529,0.058823529,0.058823529,0.058823529,0,0.058823529,1,0
0,0.25,0,0,0,0.033333333,0.266666667,0,0.108,0.707,0.1,0.033333333,0.166666667,0.033333333,0.033333333,0.033333333,0,1,0
0,0.25,0,1,1,0,0.136363636,1,0,0.512,0.136363636,0.045454545,0.136363636,0.136363636,0,0.045454545,0,1,0
0,0.125,0,0,0,0,0.121212121,0,0,0.78,0.03030303,0,0.090909091,0.090909091,0.060606061,0,0.060606061,1,0
0,0.25,0.143,1,0,0,0.111111111,1,0.124,0.634,0.074074074,0.074074074,0.037037037,0.222222222,0.037037037,0.074074074,0,1,0
0,0.25,0,1,0,0.1,0.25,1,0,0.463,0.2,0,0.05,0.1,0,0,0,1,0
0,0.25,0,1,0,0.052631579,0.052631579,1,0,0.439,0.210526316,0,0.052631579,0.105263158,0.052631579,0,0,1,0
0,0.25,0,0,0,0,0,1,0,0.561,0.208333333,0.083333333,0.125,0.125,0,0.041666667,0.041666667,1,0
0,0.125,0,0,0,0.037037037,0.111111111,0,0,0.634,0.185185185,0.111111111,0.074074074,0.148148148,0,0,0.037037037,1,0
0,0.25,0,1,0,0,0.045454545,1,0.347,0.512,0.136363636,0.136363636,0.045454545,0.090909091,0.090909091,0,0,1,0
0,0.25,0.286,1,1,0,0.315789474,0,0,0.439,0.263157895,0,0.105263158,0.105263158,0,0,0,1,0
0,0.375,0,1,0,0,0.117647059,1,0,0.39,0.294117647,0,0,0.058823529,0.058823529,0,0,1,0
0,0.125,0,0,0,0,0.2,0,0,0.22,0.1,0,0.2,0,0.1,0,0,1,0
0,0,0,0,0,0,0.315789474,0,0,0.439,0.263157895,0.105263158,0.157894737,0,0,0,0,1,0
1,0.125,0,0,0,0,0,0,0,0.463,0.2,0,0.1,0.1,0.05,0,0.05,0,1
0,0,0,1,0,0,0.172413793,0,0,0.683,0.206896552,0.034482759,0.068965517,0,0,0.034482759,0.068965517,1,0
0,0.25,0,1,0,0,0.176470588,1,0,0.39,0.235294118,0,0.058823529,0.058823529,0,0,0,0,0
0,0.125,0,0,0,0.166666667,0.333333333,0,0,0.268,0.083333333,0,0.166666667,0,0.083333333,0,0,1,0
1,0,0.143,0,1,0.090909091,0.136363636,0,0,0.512,0.227272727,0.045454545,0.090909091,0.045454545,0,0,0.045454545,0,1
0,0,0,0,0,0,0.285714286,0,0,0.659,0.071428571,0.035714286,0.142857143,0.035714286,0.107142857,0,0,1,0
0,0,0,0,0,0.088235294,0.117647059,0,0,0.805,0.058823529,0.147058824,0.205882353,0.029411765,0.058823529,0,0,1,0
0,0,0,1,0,0.03030303,0.212121212,0,0.229,0.78,0.090909091,0.03030303,0.060606061,0.03030303,0,0,0.090909091,1,0
0,0,0,1,0,0.038461538,0.153846154,0,0.116,0.61,0.115384615,0.038461538,0,0.115384615,0,0.038461538,0,1,0
1,0,0.143,0,1,0,0,0,0,0.024,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0.695652174,0.695652174,0,0,0.537,0.086956522,0,0,0.043478261,0,0,0,0,1
0,0,0,0,0,0,0.133333333,0,0.087,0.707,0.066666667,0.1,0.133333333,0.033333333,0.033333333,0.066666667,0.033333333,1,0
0,0,0,0,0,0.161290323,0.225806452,0,0.069,0.732,0.258064516,0.064516129,0.096774194,0.032258065,0.032258065,0,0,1,0
1,0.125,0,0,1,0,0.285714286,0,0,0.146,0.571428571,0,0.142857143,0.142857143,0,0,0,0,1
0,0,0,0,0,0.04,0.28,0,0,0.585,0.12,0.12,0,0.08,0,0,0,0,1
0,0,0,0,0,0.068965517,0.275862069,0,0.091,0.683,0,0.068965517,0.103448276,0,0.034482759,0.034482759,0,0,1
1,0,0,0,0,0.153846154,0.423076923,0,0.144,0.61,0.038461538,0.076923077,0.115384615,0.038461538,0,0.038461538,0.038461538,1,0
1,0,0,0,0,0.034482759,0.137931034,0,0,0.683,0.103448276,0.068965517,0.068965517,0.068965517,0.034482759,0.034482759,0,1,0
1,0,0.143,0,1,0,0,0,0,0.049,0.666666667,0,0,0,0,0,0,0,0
1,0,0.143,0,1,0,0.210526316,0,0,0.439,0.263157895,0.052631579,0.157894737,0.105263158,0,0,0,0,0
0,0.125,0,1,0,0.060606061,0.272727273,0,0.304,0.78,0.121212121,0.090909091,0.181818182,0.060606061,0.03030303,0,0.060606061,0,0
0,0.375,0,1,0,0.052631579,0.105263158,1,0,0.439,0.263157895,0,0,0.105263158,0.052631579,0,0,0,1
0,0,0,0,0,0.033333333,0.066666667,0,0.104,0.707,0.066666667,0.033333333,0.066666667,0.033333333,0.033333333,0.033333333,0,0,1
0,0.25,0,1,0,0,0.1875,1,0,0.366,0.1875,0,0,0.125,0,0,0,0,1
0,0.125,0,1,0,0.058823529,0.264705882,0,0,0.805,0.088235294,0.058823529,0.088235294,0.029411765,0,0,0,0,1
0,0.125,0,1,0,0.033333333,0.266666667,0,0,0.707,0.1,0,0.066666667,0.033333333,0.033333333,0,0,0,1
0,0.375,0,1,0,0.047619048,0.095238095,1,0,0.488,0.142857143,0.047619048,0.047619048,0.19047619,0,0.095238095,0,0,1
0,0,0,0,0,0.043478261,0.130434783,0,0,0.537,0.130434783,0.043478261,0,0.043478261,0,0,0,0,1
0,0.125,0.143,1,0,0.074074074,0.111111111,0,0.063,0.634,0.148148148,0,0.111111111,0.148148148,0.037037037,0,0,0,1
0,0,0,0,0,0,0.129032258,0,0,0.732,0.096774194,0.064516129,0.064516129,0,0,0.064516129,0,0,1
0,0,0,0,1,0,0.16,0,0,0.585,0.12,0.16,0.12,0.08,0,0.04,0,0,0
1,0,0.286,0,1,0.142857143,0.142857143,0,0,0.317,0.285714286,0,0.071428571,0,0,0,0,0,0
1,0,0,0,1,0.105263158,0.263157895,0,0,0.439,0.263157895,0,0.052631579,0.052631579,0,0,0,0,0
0,0,0,0,0,0.133333333,0.233333333,0,0.138,0.707,0.1,0.1,0.066666667,0.066666667,0,0.066666667,0.033333333,1,0
0,0,0,0,0,0.096774194,0.35483871,0,0,0.732,0.096774194,0.096774194,0.096774194,0.032258065,0.032258065,0,0,1,0
0,0,0,0,0,0,0.285714286,0,0.092,0.317,0,0.071428571,0.071428571,0.071428571,0,0,0,0,1
0,0,0,0,0,0,0.259259259,0,0,0.634,0.111111111,0.074074074,0.037037037,0.037037037,0,0.037037037,0,1,0
1,0,0.143,0,1,0,0.3125,0,0,0.366,0.125,0,0.125,0.0625,0.0625,0,0,0,1
1,0,0,0,1,0.066666667,0.266666667,0,0,0.341,0.2,0.066666667,0.066666667,0,0.066666667,0,0,0,1
1,0,0,0,1,0,0.4375,0,0,0.366,0.125,0.0625,0.125,0,0.0625,0,0,0,1
1,0,0.143,0,1,0,0.333333333,0,0,0.122,0.333333333,0,0,0,0,0,0,0,1
1,0.375,0,0,1,0.071428571,0.214285714,1,0,0.317,0.357142857,0,0.071428571,0.142857143,0.142857143,0,0,0,1
1,0,0,0,0,0,0.125,0,0.09,0.561,0.291666667,0.125,0.125,0.041666667,0,0.041666667,0,0,1
0,0,0,0,0,0.074074074,0.185185185,0,0.224,0.634,0.037037037,0.074074074,0.074074074,0.074074074,0.074074074,0,0,0,1
0,0,0,0,0,0.142857143,0.285714286,0,0.149,0.659,0.107142857,0.107142857,0.178571429,0.071428571,0,0,0,0,1
0,0,0,1,0,0,0.181818182,0,0.193,0.78,0.181818182,0.03030303,0.03030303,0.151515152,0,0,0.03030303,1,0
0,0.25,0,0,0,0.074074074,0.296296296,1,0.278,0.634,0.185185185,0.074074074,0,0.037037037,0,0.111111111,0,1,0
0,0.375,0,1,0,0.1,0.133333333,1,0,0.707,0.266666667,0,0,0.033333333,0,0.066666667,0.066666667,1,0
0,0.375,0,1,0,0,0.12,1,0,0.585,0.16,0,0.08,0.16,0.12,0,0,1,0
0,0.25,0.143,1,0,0.086956522,0.173913043,1,0,0.537,0.217391304,0.043478261,0,0.173913043,0,0,0,1,0
0,0.125,0,1,0,0.038461538,0.153846154,0,0,0.61,0.153846154,0,0.076923077,0.038461538,0,0,0.038461538,1,0
0,0.375,0,1,0,0.148148148,0.259259259,0,0.235,0.634,0.148148148,0,0.111111111,0.074074074,0.037037037,0.037037037,0.037037037,1,0
0,0.5,0,0,0,0,0.176470588,1,0.155,0.39,0.235294118,0,0.058823529,0.176470588,0,0.117647059,0,1,0
0,0.25,0,1,0,0.043478261,0.217391304,1,0,0.537,0.260869565,0.043478261,0.043478261,0.043478261,0,0,0.043478261,1,0
0,0.375,0,1,0,0,0.083333333,1,0.115,0.561,0.166666667,0.041666667,0.041666667,0.083333333,0.041666667,0.041666667,0,1,0
1,0.125,0,0,0,0.064516129,0.161290323,0,0.276,0.732,0.129032258,0.032258065,0.096774194,0,0,0,0.032258065,0,1
1,0.125,0,0,0,0.064516129,0.161290323,0,0.284,0.732,0.129032258,0.032258065,0.064516129,0,0,0,0.032258065,0,1
1,0,0,0,0,0.0625,0.125,0,0.368,0.366,0.25,0.125,0.125,0.125,0,0.125,0,0,1
1,0,0,0,0,0,0.1875,0,0,0.366,0,0.1875,0.1875,0.0625,0.25,0,0,0,1
0,0,0,0,0,0,0.16,0,0.14,0.585,0.08,0.08,0.08,0.16,0.08,0.04,0.04,0,1
0,0.125,0,1,0,0.032258065,0.129032258,0,0,0.732,0.161290323,0,0.096774194,0.129032258,0,0,0,0,1
0,0.125,0.143,1,1,0.055555556,0.166666667,0,0,0.415,0.277777778,0,0.111111111,0.166666667,0.111111111,0.055555556,0,0,1
0,0.25,0,1,0,0,0.142857143,0,0,0.659,0.178571429,0.071428571,0.035714286,0.107142857,0,0.035714286,0.035714286,0,1
0,0,0,0,0,0.074074074,0.148148148,0,0,0.634,0.037037037,0.074074074,0.185185185,0.037037037,0.148148148,0,0.111111111,1,0
0,0.125,0,0,0,0.045454545,0.318181818,0,0,0.512,0.136363636,0.136363636,0.136363636,0.045454545,0,0,0.045454545,1,0
0,0.125,0,0,0,0,0.130434783,0,0,0.537,0.130434783,0.086956522,0.217391304,0.086956522,0.043478261,0,0.043478261,1,0
0,0,0,0,0,0.04,0.28,0,0,0.585,0.08,0.12,0.16,0,0.04,0,0.04,1,0
1,0,0,0,0,0,0.076923077,0,0,0.61,0.230769231,0.115384615,0.192307692,0.076923077,0.038461538,0.076923077,0.038461538,0,1
1,0,0,0,0,0.047619048,0.19047619,0,0,0.488,0.19047619,0.142857143,0.142857143,0.047619048,0.095238095,0.047619048,0,0,1
0,0,0,0,0,0.8,0.8,0,0,0.098,0,0,0,0,0,0,0,1,0
1,0,0.286,0,1,0.052631579,0.210526316,0,0,0.439,0.210526316,0,0.052631579,0.105263158,0.052631579,0,0,1,0
1,0,0,0,0,0,0.166666667,0,0,0.561,0.083333333,0.125,0.083333333,0.041666667,0.083333333,0.041666667,0.083333333,0,1
1,0,0.286,0,1,0,0.058823529,0,0,0.39,0.176470588,0.117647059,0.117647059,0.117647059,0.058823529,0,0.058823529,0,1
1,0,0.286,0,1,0.105263158,0.421052632,0,0,0.439,0.105263158,0,0,0.052631579,0,0,0,0,1
1,0.25,0.429,0,1,0.176470588,0.117647059,0,0,0.39,0.235294118,0,0.176470588,0,0.058823529,0,0,0,0
0,0.125,0,0,0,0.125,0.208333333,0,0,0.561,0.125,0,0.125,0.083333333,0,0,0,0,0
1,0.125,0.143,0,1,0.095238095,0.238095238,0,0,0.488,0.19047619,0,0.095238095,0.095238095,0.047619048,0,0,0,1
1,0.125,0.143,0,1,0.125,0.375,0,0,0.366,0.1875,0,0.125,0.0625,0.0625,0,0,0,1
0,0,0,0,0,0,0.111111111,0,0,0.634,0.148148148,0.037037037,0.037037037,0.074074074,0,0,0.074074074,0,0
0,0,0,0,0,0,0.5,0,0,0.415,0.111111111,0.166666667,0,0,0,0,0,0,0
0,0.5,0,0,0,0.130434783,0.173913043,1,0,0.537,0.217391304,0,0,0.086956522,0.043478261,0,0.130434783,1,0
0,0.25,0,1,0,0,0.115384615,1,0,0.61,0.269230769,0.115384615,0.153846154,0.038461538,0.038461538,0.038461538,0,1,0
0,0.375,0,1,0,0.125,0.208333333,1,0,0.561,0.125,0,0.125,0.083333333,0,0,0.041666667,1,0
0,0.25,0.143,1,0,0,0,1,0,0.415,0.5,0,0,0.111111111,0,0,0.055555556,1,0
0,0.125,0,1,0,0,0.1,0,0.094,0.707,0.066666667,0.066666667,0.033333333,0.1,0.066666667,0,0,1,0
1,0,0.143,0,1,0,0.545454545,0,0,0.244,0.363636364,0.090909091,0.090909091,0,0,0,0,1,0
1,0.25,0,0,0,0.035714286,0.142857143,0,0,0.659,0.071428571,0.107142857,0.035714286,0.035714286,0,0,0.035714286,0,1
1,0,0.286,0,1,0.333333333,0.333333333,0,0,0.195,0.333333333,0,0,0,0,0,0,0,1
1,0,0.143,0,1,0.5,0.5,0,0,0.171,0.25,0,0,0,0,0,0,0,1
0,0.125,0,0,0,0.107142857,0.178571429,0,0.41,0.659,0.107142857,0.142857143,0.071428571,0.071428571,0.035714286,0.071428571,0,1,0
0,0,0,0,0,0.041666667,0.041666667,0,0.121,0.561,0.166666667,0.041666667,0.041666667,0.041666667,0.041666667,0,0.041666667,1,0
1,0,0.143,0,1,0,0.222222222,0,0,0.415,0.166666667,0.111111111,0.055555556,0,0.055555556,0,0,0,1
1,0.125,0.143,0,1,0.047619048,0.238095238,1,0,0.488,0.19047619,0.095238095,0.047619048,0,0.047619048,0,0,0,1
1,0.25,0,0,0,0.071428571,0.142857143,0,0,0.317,0.142857143,0,0.214285714,0,0.071428571,0,0,0,1
0,0.5,0.143,1,0,0,0.041666667,1,0,0.561,0.291666667,0.083333333,0.041666667,0.083333333,0,0.083333333,0,0,0
0,0.25,0.143,1,0,0,0.111111111,1,0.137,0.634,0.222222222,0,0.074074074,0.148148148,0.037037037,0,0,0,0
0,0,0,0,0,0,0.222222222,0,0,0.195,0.111111111,0.111111111,0.111111111,0.111111111,0,0,0,0,0
0,0,0,0,0,0.133333333,0.233333333,0,0.106,0.707,0.166666667,0.1,0.033333333,0.033333333,0,0,0.166666667,1,0
0,0,0,0,0,0,0.08,0,0.167,0.585,0.04,0,0.16,0.08,0.04,0.04,0.04,1,0
0,0,0,0,0,0.033333333,0.3,0,0.177,0.707,0.066666667,0,0.1,0.066666667,0,0.033333333,0.066666667,0,1
0,0.25,0,1,0,0,0.1,0,0.19,0.707,0.133333333,0,0.133333333,0.033333333,0,0.066666667,0.1,0,1
0,0.25,0,0,0,0,0.181818182,0,0.361,0.512,0.272727273,0.090909091,0.181818182,0.136363636,0,0,0.045454545,0,1
1,0.125,0.143,0,1,0.055555556,0.277777778,0,0,0.415,0.277777778,0.055555556,0,0,0,0.055555556,0,0,1
1,0,0.143,0,1,0,0,0,0,0.024,1,0,0,0,0,0,0,0,1
0,0.625,0,0,0,0.210526316,0.210526316,1,0.079,0.439,0.105263158,0.052631579,0,0.157894737,0.052631579,0,0.052631579,0,1
1,0,0,0,0,0,0.176470588,0,0.227,0.39,0.235294118,0.058823529,0.058823529,0,0,0.058823529,0,0,1
0,0.25,0.286,1,1,0.045454545,0.181818182,0,0,0.512,0.227272727,0.045454545,0.090909091,0.136363636,0.045454545,0.045454545,0,0,1
0,0.625,0,1,0,0,0.176470588,1,0,0.39,0.352941176,0,0,0.058823529,0.058823529,0.058823529,0,1,0
0,0.25,0,1,1,0,0.545454545,0,0,0.512,0.045454545,0,0.045454545,0.090909091,0,0.045454545,0,1,0
0,0.125,0,0,0,0.096774194,0.161290323,0,0.054,0.732,0.032258065,0.096774194,0.064516129,0.064516129,0.096774194,0,0,1,0
0,0,0,0,0,0.038461538,0.115384615,0,0.127,0.61,0.115384615,0.076923077,0.153846154,0.038461538,0.153846154,0,0,1,0
1,0,0.286,0,1,0,0,0,0,0.049,0.666666667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.214285714,0,0.194,0.659,0,0.107142857,0.142857143,0.107142857,0.035714286,0.035714286,0.035714286,0,0
0,0,0,0,0,0,0.148148148,0,0,0.634,0.074074074,0.111111111,0.148148148,0.037037037,0.111111111,0,0.037037037,0,0
0,0,0,0,0,0.285714286,0.5,0,0,0.317,0.071428571,0,0,0,0,0,0,1,0
0,0,0,0,0,0.307692308,0.461538462,0,0,0.293,0.076923077,0,0,0,0,0,0,1,0
0,0.125,0.143,0,0,0,0.125,0,0,0.366,0.125,0.125,0.125,0.125,0.125,0,0,1,0
0,0,0,0,0,0.035714286,0.178571429,0,0,0.659,0.071428571,0.107142857,0.107142857,0.107142857,0.071428571,0.035714286,0,1,0
0,0.125,0,0,0,0,0.285714286,0,0.134,0.488,0.142857143,0.095238095,0.095238095,0.047619048,0,0,0.047619048,1,0
0,0,0,0,0,0.041666667,0.083333333,0,0,0.561,0.083333333,0.125,0.041666667,0,0.041666667,0.041666667,0.041666667,0,1
1,0,0.429,0,1,0.285714286,0.285714286,0,0,0.146,0.571428571,0,0,0.142857143,0,0,0,0,1
1,0,0.429,0,1,0.375,0.375,0,0,0.171,0.25,0,0,0.125,0,0,0,0,1
1,0.25,0,1,1,0,0.578947368,0,0,0.439,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0,0,1
1,0,0,0,0,0,0.157894737,0,0,0.439,0.210526316,0.052631579,0.105263158,0.157894737,0,0.052631579,0.052631579,0,1
1,0,0,0,1,0,0.166666667,0,0.487,0.122,0.333333333,0,0,0.166666667,0,0.166666667,0,0,1
1,0,0,0,1,0,0.166666667,0,0.487,0.122,0.333333333,0,0,0.166666667,0,0.166666667,0,0,1
1,0,0.143,0,0,0.041666667,0.166666667,0,0,0.561,0.208333333,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0,0,1
1,0,0.143,0,1,0,0,0,0,0.024,1,0,0,0,0,0,0,0,1
1,0,0.143,0,1,0.625,0.625,0,0,0.171,0.25,0,0.125,0,0,0,0,0,0
1,0,0.143,0,1,0.666666667,0.666666667,0,0,0.195,0.222222222,0,0,0,0,0,0,0,0
0,0,0,0,0,0.034482759,0.24137931,0,0,0.683,0.068965517,0.172413793,0.103448276,0.137931034,0.034482759,0,0.034482759,1,0
0,0,0,0,0,0,0.214285714,0,0,0.317,0,0,0,0.071428571,0.071428571,0,0,1,0
0,0.125,0,0,0,0.066666667,0.166666667,0,0,0.707,0.133333333,0.1,0.1,0.1,0.066666667,0,0,0,1
1,0.25,0.143,0,1,0.105263158,0.157894737,0,0,0.439,0.263157895,0.105263158,0.157894737,0,0,0.052631579,0,0,1
0,0,0,0,0,0,0.277777778,0,0.338,0.415,0.111111111,0.166666667,0.166666667,0,0.055555556,0,0.055555556,0,1
0,0,0,0,0,0.037037037,0.222222222,0,0,0.634,0,0.037037037,0.259259259,0.037037037,0.148148148,0.037037037,0.074074074,0,0
0,0,0,0,0,0,0.333333333,0,0.259,0.634,0.111111111,0.037037037,0.111111111,0,0,0,0.111111111,0,0
0,0,0,0,0,0.208333333,0.416666667,0,0.252,0.561,0.041666667,0.083333333,0.041666667,0.041666667,0,0,0,0,0
0,0.25,0.143,1,0,0.047619048,0.285714286,1,0,0.488,0.142857143,0.047619048,0.047619048,0.19047619,0,0,0,0,0
0,0,0,0,0,0.034482759,0.206896552,0,0,0.683,0.068965517,0.034482759,0.137931034,0.103448276,0,0.034482759,0.034482759,1,0
1,0,0,0,0,0,0.269230769,0,0.076,0.61,0.076923077,0.076923077,0.192307692,0.038461538,0.076923077,0.038461538,0,1,0
1,0,0.143,0,0,0,0.107142857,0,0.09,0.659,0.107142857,0.035714286,0.035714286,0,0,0.035714286,0.035714286,0,1
1,0,0.143,0,1,0.130434783,0.260869565,0,0,0.537,0.173913043,0,0.043478261,0,0,0,0,0,1
0,0.125,0.143,0,0,0,0.25,0,0.251,0.659,0.142857143,0.035714286,0.107142857,0.071428571,0.107142857,0.035714286,0,0,0
0,0.5,0,1,0,0.1,0.1,1,0,0.463,0.3,0,0.05,0.1,0,0,0,0,0
0,0.25,0,0,0,0.045454545,0.090909091,0,0,0.512,0.227272727,0.045454545,0.136363636,0.136363636,0.045454545,0.045454545,0,0,1
0,0,0,0,0,0,0.2,0,0,0.585,0.16,0.08,0.12,0.12,0.04,0.08,0,0,1
0,0.125,0,1,1,0,0.263157895,0,0,0.439,0.157894737,0,0.052631579,0.105263158,0,0,0.052631579,0,1
0,0.125,0,1,1,0.034482759,0.24137931,0,0,0.683,0.068965517,0.034482759,0.034482759,0.034482759,0.068965517,0,0,0,1
0,0.125,0.286,1,0,0.04,0.2,0,0,0.585,0.12,0.08,0.04,0.12,0.04,0.04,0,0,1
0,0,0,0,0,0,0.172413793,0,0,0.683,0.103448276,0.137931034,0.103448276,0.068965517,0.034482759,0,0,0,1
0,0.25,0.143,1,0,0.052631579,0.210526316,1,0,0.439,0.210526316,0,0.052631579,0.157894737,0,0,0,0,1
0,0.25,0.286,1,0,0,0,1,0,0.366,0.4375,0,0.0625,0.125,0,0,0,0,1
0,0.125,0.143,1,1,0.153846154,0.153846154,0,0,0.293,0.230769231,0,0.076923077,0.153846154,0,0,0,0,1
0,0.125,0.143,1,1,0.083333333,0.25,0,0,0.268,0.166666667,0,0.083333333,0.166666667,0,0,0,0,1
0,0,0,0,0,0,0.103448276,0,0.129,0.683,0.034482759,0.068965517,0.137931034,0.068965517,0.068965517,0,0.068965517,1,0
0,0,0,0,0,0,0.214285714,0,0.25,0.659,0.178571429,0.035714286,0.071428571,0.178571429,0,0.035714286,0,0,1
1,0,0,0,0,0,0.227272727,0,0,0.512,0.090909091,0.045454545,0.045454545,0.090909091,0.045454545,0,0,0,1
1,0.125,0,0,0,0.058823529,0.058823529,0,0.222,0.39,0.235294118,0.058823529,0.058823529,0,0.058823529,0,0,0,1
1,0.125,0,0,0,0,0,0,0.63,0.22,0.2,0.1,0,0,0,0.1,0,0,1
1,0,0,0,0,0.033333333,0.433333333,0,0,0.707,0.1,0.1,0.066666667,0.033333333,0,0,0.033333333,0,1
0,0.125,0,0,0,0,0.12,0,0.221,0.585,0.08,0.12,0.16,0.04,0.08,0,0.04,0,1
0,0,0,0,0,0,0.166666667,0,0,0.415,0.111111111,0,0,0.055555556,0.111111111,0,0.055555556,0,1
0,0.375,0,1,0,0,0.25,1,0.11,0.463,0.2,0.05,0.05,0.15,0,0.05,0.05,0,1
0,0.5,0,1,0,0.090909091,0.272727273,1,0.182,0.512,0.136363636,0,0.045454545,0.090909091,0,0,0.045454545,0,1
0,0.375,0,1,0,0,0.16,1,0.237,0.585,0.24,0.08,0.08,0.04,0.04,0.04,0,0,1
0,0,0,0,0,0.153846154,0.346153846,0,0,0.61,0.230769231,0.038461538,0.076923077,0.076923077,0.038461538,0,0,0,1
0,0.5,0,1,0,0,0.045454545,1,0.073,0.512,0.272727273,0.090909091,0.045454545,0.045454545,0.045454545,0,0,0,1
0,0.5,0.143,1,0,0,0.227272727,1,0,0.512,0.181818182,0.045454545,0.045454545,0.136363636,0,0.045454545,0,0,1
0,0.25,0.143,1,0,0.055555556,0.111111111,1,0,0.415,0.222222222,0.055555556,0,0.111111111,0,0,0,0,1
0,0.375,0,1,0,0.464285714,0.464285714,1,0,0.659,0.071428571,0,0,0.071428571,0,0,0,0,0
0,0.25,0,1,0,0.147058824,0.264705882,0,0,0.805,0.205882353,0.029411765,0.058823529,0,0,0,0.058823529,1,0
0,0.25,0,0,0,0.129032258,0.225806452,0,0,0.732,0.032258065,0.096774194,0.032258065,0.096774194,0.032258065,0,0.032258065,1,0
1,0,0,0,0,0,0.36,0,0.104,0.585,0.12,0.08,0.04,0.08,0,0,0.04,0,0
1,0,0.143,1,0,0.03125,0.3125,0,0.081,0.756,0.1875,0.0625,0.0625,0.03125,0,0.03125,0,0,0
1,0,0,0,0,0,0.214285714,0,0.18,0.659,0.142857143,0.107142857,0.142857143,0.142857143,0.035714286,0,0.071428571,0,0
1,0.125,0,0,0,0,0.130434783,0,0,0.537,0,0,0.086956522,0.043478261,0.130434783,0,0,0,0
1,0.125,0,0,1,0.125,0.125,0,0,0.171,0.25,0.125,0.125,0.25,0,0,0,0,0
0,0,0,0,0,0.033333333,0.233333333,0,0.126,0.707,0.1,0.1,0.166666667,0.066666667,0.033333333,0,0.033333333,1,0
0,0,0,0,0,0.09375,0.15625,0,0.107,0.756,0.0625,0.03125,0.03125,0.15625,0.03125,0.0625,0,0,1
